imdbId,title,overview,genres,keywords,cast,director,voteAverage,voteCount,popularity,releaseDate,year,runtime,tagline,search_content,tmdbId,posterPath,backdropPath,homepage,status
tt8291224,Uri: The Surgical Strike,Indian army special forces execute a covert operation  avenging the killing of fellow army men at their base by a terrorist group.,"['Action', 'Drama', 'War']",[],"['Vicky Kaushal', 'Paresh Rawal', 'Mohit Raina', 'Yami Gautam', 'Kirti Kulhari', 'Rajit Kapoor', 'Ivan Rodrigues', 'Manasi Parekh', 'Swaroop Sampat', 'Riva Arora', 'Yogesh Soman', 'Fareed Ahmed', 'Akashdeep Arora', 'Kallol Banerjee']",Aditya Dhar,8.4,35112.0,2.7014,11 January 2019 (USA),2019,138,,"Uri: The Surgical Strike Indian army special forces execute a covert operation  avenging the killing of fellow army men at their base by a terrorist group.  Genres: ['Action', 'Drama', 'War'] Cast: ['Vicky Kaushal', 'Paresh Rawal', 'Mohit Raina', 'Yami Gautam', 'Kirti Kulhari', 'Rajit Kapoor', 'Ivan Rodrigues', 'Manasi Parekh', 'Swaroop Sampat', 'Riva Arora', 'Yogesh Soman', 'Fareed Ahmed', 'Akashdeep Arora', 'Kallol Banerjee'] Director: Aditya Dhar",554600.0,/yNySAgpAnWmPpYinim9E0tUzJWG.jpg,/gEDzACsdPbsHZQ0I80FLYFCf2nt.jpg,,Released
tt9472208,Battalion 609,The story of Battalion 609 revolves around a cricket match between the Indian Army and the Pakistan army gone wrong and narrates the tale of the brave soldiers of Battalion 609 putting up a fight with the mighty Taliban.,['War'],[],"['Vicky Ahuja', 'Shoaib Ibrahim', 'Shrikant Kamat', 'Elena Kazan', 'Vishwas Kini', 'Major Kishore', 'Jashn Kohli', 'Rammy C. Pandey', 'Manish Sharma', 'Sparsh Sharma', 'Farnaz Shetty', 'Vikas Shrivastav', 'Chandraprakash Thakur', 'Brajesh Tiwari']",Brijesh Batuknath Tripathi,4.1,73.0,0.1314,11 January 2019 (India),2019,131,,"Battalion 609 The story of Battalion 609 revolves around a cricket match between the Indian Army and the Pakistan army gone wrong and narrates the tale of the brave soldiers of Battalion 609 putting up a fight with the mighty Taliban.  Genres: ['War'] Cast: ['Vicky Ahuja', 'Shoaib Ibrahim', 'Shrikant Kamat', 'Elena Kazan', 'Vishwas Kini', 'Major Kishore', 'Jashn Kohli', 'Rammy C. Pandey', 'Manish Sharma', 'Sparsh Sharma', 'Farnaz Shetty', 'Vikas Shrivastav', 'Chandraprakash Thakur', 'Brajesh Tiwari'] Director: Brijesh Batuknath Tripathi",576152.0,/wcDBV1cxbbDUgZBjCkpIctPKHt9.jpg,/iypo2Q6euNEbV2LTHGX6KxAcuOQ.jpg,,Released
tt6986710,The Accidental Prime Minister (film),Explores Manmohan Singh's tenure as the Prime Minister of India and the kind of control he had over the cabinet and the country.,"['Biography', 'Drama']",[],"['Anupam Kher', 'Akshaye Khanna', 'Aahana Kumra', 'Atul Sharma', 'Manoj Anand', 'Arjun Mathur', 'Suzanne Bernert', 'Abdul Quadir Amin', 'Bharat Mistri', 'Divya Seth', 'Anil Rastogi', 'Ramesh Bhatkar', 'Parrgash Kaur', 'Jess Kaur']",Vijay Ratnakar Gutte,6.1,5549.0,0.9048,11 January 2019 (USA),2019,112,,"The Accidental Prime Minister (film) Explores Manmohan Singh's tenure as the Prime Minister of India and the kind of control he had over the cabinet and the country.  Genres: ['Biography', 'Drama'] Cast: ['Anupam Kher', 'Akshaye Khanna', 'Aahana Kumra', 'Atul Sharma', 'Manoj Anand', 'Arjun Mathur', 'Suzanne Bernert', 'Abdul Quadir Amin', 'Bharat Mistri', 'Divya Seth', 'Anil Rastogi', 'Ramesh Bhatkar', 'Parrgash Kaur', 'Jess Kaur'] Director: Vijay Ratnakar Gutte",460868.0,/ec6UmcBD4z76ZzlbZJWpHyr75yd.jpg,/wnoBdg4dMfWGW3rCU5VrBEQx9k1.jpg,,Released
tt8108208,Why Cheat India,The movie focuses on existing malpractices in country's education system  the whole concept of buying your way through education  jobs and earnings. Even with an evolving education system  ...                    ,"['Crime', 'Drama']",[],"['Emraan Hashmi', 'Shreya Dhanwanthary', 'Snighdadeep Chatterji', 'Navneet Srivastava', 'Nanda Yadav']",Soumik Sen,6.0,1891.0,0.6089,18 January 2019 (USA),2019,121,,"Why Cheat India The movie focuses on existing malpractices in country's education system  the whole concept of buying your way through education  jobs and earnings. Even with an evolving education system  ...                      Genres: ['Crime', 'Drama'] Cast: ['Emraan Hashmi', 'Shreya Dhanwanthary', 'Snighdadeep Chatterji', 'Navneet Srivastava', 'Nanda Yadav'] Director: Soumik Sen",569584.0,/cljRxxAOlmsmt1GOKymbNZNTHBF.jpg,/66rQ4zrohYIWYD8mN8J6wm83QOZ.jpg,,Released
tt6028796,Evening Shadows,Under the 'Evening Shadows'  truth often plays hide and seek. Set in South India and Mumbai  'Evening Shadows' is a tender heartwarming story about a mother-son bond that has to withstand the ravages of time  distance and truths.,['Drama'],[],"['Mona Ambegaonkar', 'Ananth Narayan Mahadevan', 'Devansh Doshi', 'Arpit Chaudhary', 'Yamini Singh', 'Abhay Kulkarni', 'Veena Nair', 'Disha Thakur', 'Kala Ramanathan', 'Sushant Divgikar']",Sridhar Rangayan,7.3,280.0,0.1831,11 January 2019 (India),2018,102,,"Evening Shadows Under the 'Evening Shadows'  truth often plays hide and seek. Set in South India and Mumbai  'Evening Shadows' is a tender heartwarming story about a mother-son bond that has to withstand the ravages of time  distance and truths.  Genres: ['Drama'] Cast: ['Mona Ambegaonkar', 'Ananth Narayan Mahadevan', 'Devansh Doshi', 'Arpit Chaudhary', 'Yamini Singh', 'Abhay Kulkarni', 'Veena Nair', 'Disha Thakur', 'Kala Ramanathan', 'Sushant Divgikar'] Director: Sridhar Rangayan",512188.0,/36jPtRncD9CKqkutWkOZ7oji100.jpg,/jvFRTXHs4INDr4qQ54vA9jDsW6s.jpg,,Released
tt6078866,Soni (film),While fighting crimes against women in Delhi  a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives.,['Drama'],[],"['Geetika Vidya Ohlyan', 'Saloni Batra', 'Vikas Shukla', 'Mohit Chauhan', 'Himanshu Kohli', 'Gauri Chakraborty', 'Mohinder Gujral', 'Upasya Goswami', 'Simrat Kaur', 'Dimple Kaur', 'Prateek Pachori', 'Kalpana Jha', 'Samar']",Ivan Ayr,7.2,1595.0,0.3745,18 January 2019 (USA),2018,97,,"Soni (film) While fighting crimes against women in Delhi  a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives.  Genres: ['Drama'] Cast: ['Geetika Vidya Ohlyan', 'Saloni Batra', 'Vikas Shukla', 'Mohit Chauhan', 'Himanshu Kohli', 'Gauri Chakraborty', 'Mohinder Gujral', 'Upasya Goswami', 'Simrat Kaur', 'Dimple Kaur', 'Prateek Pachori', 'Kalpana Jha', 'Samar'] Director: Ivan Ayr",539036.0,/gUczyiHIfi9kxme98T7yyIdyHFT.jpg,/kxm79ZnWt44LTJrD5IxGqkzR2QN.jpg,,Released
tt5013008,Fraud Saiyaan,Fraud Saiyyan is the story of a con artist in North India who convinces women to marry him just so he can live off their money.,"['Comedy', 'Drama']",[],"['Arshad Warsi', 'Saurabh Shukla', 'Flora Saini', 'Sara Loren', 'Varun Badola', 'Deepali Pansare', 'Nivedita Tiwari', 'Peeyush Suhaney', 'Preeti Sood', 'Parag Tyagi', 'Anangsha Biswas', 'Amanda Rosario', 'Elli Avrram']",Sourabh Shrivastava,4.2,504.0,0.353,18 January 2019 (India),2019,109,,"Fraud Saiyaan Fraud Saiyyan is the story of a con artist in North India who convinces women to marry him just so he can live off their money.  Genres: ['Comedy', 'Drama'] Cast: ['Arshad Warsi', 'Saurabh Shukla', 'Flora Saini', 'Sara Loren', 'Varun Badola', 'Deepali Pansare', 'Nivedita Tiwari', 'Peeyush Suhaney', 'Preeti Sood', 'Parag Tyagi', 'Anangsha Biswas', 'Amanda Rosario', 'Elli Avrram'] Director: Sourabh Shrivastava",569494.0,/jobB4ZKJSxvXwXgvtXz8HNMYhab.jpg,/l6C4qbCH4jp1p5OIcb9QXkrSzwD.jpg,,Released
tt4971258,Bombairiya,It follows the story of Meghna  who gets embroiled in a series of events after her phone gets stolen.,"['Comedy', 'Crime', 'Drama']",[],"['Radhika Apte', 'Akshay Oberoi', 'Siddhanth Kapoor', 'Ravi Kishan', 'Adil Hussain', 'Shilpa Shukla', 'Ajinkya Deo', 'Amit Sial']",Pia Sukanya,4.3,295.0,0.3511,18 January 2019 (India),2019,104,They didn't mean to change the world.,"Bombairiya It follows the story of Meghna  who gets embroiled in a series of events after her phone gets stolen. They didn't mean to change the world. Genres: ['Comedy', 'Crime', 'Drama'] Cast: ['Radhika Apte', 'Akshay Oberoi', 'Siddhanth Kapoor', 'Ravi Kishan', 'Adil Hussain', 'Shilpa Shukla', 'Ajinkya Deo', 'Amit Sial'] Director: Pia Sukanya",556310.0,/cWXVQMhOZpMPFsR7Ea2dGO7aEwH.jpg,/3L32KjoS1bEg44MMxIalxHd3P44.jpg,,Released
tt6903440,Manikarnika: The Queen of Jhansi,Story of Rani Lakshmibai  one of the leading figures of the Indian Rebellion of 1857 and her resistance to the British Rule.,"['Action', 'Biography', 'Drama']",[],"['Kangana Ranaut', 'Rimi Sen', 'Atul Kulkarni', 'Nalneesh Neel', 'Danny Denzongpa', 'Mishti', 'Kulbhushan Kharbanda', 'Mohammed Zeeshan Ayyub', 'Anil George', 'Vikram Kochhar', 'Edward Sonnenblick', 'Ankita Lokhande', 'Richard Keep', 'Jishu Sengupta']",Radha Krishna Jagarlamudi,6.5,7361.0,0.9522,25 January 2019 (USA),2019,148,,"Manikarnika: The Queen of Jhansi Story of Rani Lakshmibai  one of the leading figures of the Indian Rebellion of 1857 and her resistance to the British Rule.  Genres: ['Action', 'Biography', 'Drama'] Cast: ['Kangana Ranaut', 'Rimi Sen', 'Atul Kulkarni', 'Nalneesh Neel', 'Danny Denzongpa', 'Mishti', 'Kulbhushan Kharbanda', 'Mohammed Zeeshan Ayyub', 'Anil George', 'Vikram Kochhar', 'Edward Sonnenblick', 'Ankita Lokhande', 'Richard Keep', 'Jishu Sengupta'] Director: Radha Krishna Jagarlamudi",491622.0,/kbTzlKKnZHZ8RYulknO4xqQOJ24.jpg,/fZSBNwHSXO4BF0AYYEQ1ctHzre2.jpg,,Released
tt7777196,Thackeray (film),Biographical account of Shiv Sena Supremo  Balasaheb Thackeray.,"['Biography', 'Drama']",[],"['Nawazuddin Siddiqui', 'Amrita Rao', 'Abdul Quadir Amin', 'Sanjay Narvekar', 'Prakash Belawadi', 'Vineet Sharma', 'Radha Sagar', 'Sonamoni Jayant Gadekar', 'Satish Alekar', 'Micky Makhija', 'Nikhil Mahajan', 'Resh Lamba', 'Jaywant Wadkar', 'Laxman Singh Rajput']",Abhijit Panse,5.1,2301.0,0.3555,25 January 2019 (India),2019,120,,"Thackeray (film) Biographical account of Shiv Sena Supremo  Balasaheb Thackeray.  Genres: ['Biography', 'Drama'] Cast: ['Nawazuddin Siddiqui', 'Amrita Rao', 'Abdul Quadir Amin', 'Sanjay Narvekar', 'Prakash Belawadi', 'Vineet Sharma', 'Radha Sagar', 'Sonamoni Jayant Gadekar', 'Satish Alekar', 'Micky Makhija', 'Nikhil Mahajan', 'Resh Lamba', 'Jaywant Wadkar', 'Laxman Singh Rajput'] Director: Abhijit Panse",570910.0,/yfjEuYlASO9xoT8nLp8pVqKCtZN.jpg,/oJwXS3kl3eWU7thx9IbilRgpCUg.jpg,,Released
tt8396186,Amavas,The lives of a couple turn into a nightmare  as dark forces lie in wait beneath the shadows of the haunted bungalow in which they have decided to stay.,"['Horror', 'Thriller']",[],"['Ali Asgar', 'Vivan Bhatena', 'Nargis Fakhri', 'Sachiin Joshi', 'Shabnam Karimzada', 'Kevin Matadeen']",Bhushan Patel,2.8,235.0,0.3959,8 February 2019 (India),2019,134,,"Amavas The lives of a couple turn into a nightmare  as dark forces lie in wait beneath the shadows of the haunted bungalow in which they have decided to stay.  Genres: ['Horror', 'Thriller'] Cast: ['Ali Asgar', 'Vivan Bhatena', 'Nargis Fakhri', 'Sachiin Joshi', 'Shabnam Karimzada', 'Kevin Matadeen'] Director: Bhushan Patel",568856.0,/4VWg9F8Yx6PwJJ7C9EzarbK6J8n.jpg,/cE8zlplAEGhaQbspqeOrSq2j58k.jpg,,Released
tt2395469,Gully Boy,A coming-of-age story based on the lives of street rappers in Mumbai.,"['Drama', 'Music']",[],"['Ranveer Singh', 'Alia Bhatt', 'Siddhant Chaturvedi', 'Vijay Raaz', 'Amruta Subhash', 'Vijay Varma', 'Kalki Koechlin', 'Ikhlaque Khan', 'Sheeba Chaddha', 'Jyoti Subhash', 'Rahul Piske', 'Nakul Sachdeva', 'Shruti Chauhan', 'Aishwarya Desai']",Zoya Akhtar,8.2,22440.0,1.781,14 February 2019 (USA),2019,153,Apna Time Aayega!,"Gully Boy A coming-of-age story based on the lives of street rappers in Mumbai. Apna Time Aayega! Genres: ['Drama', 'Music'] Cast: ['Ranveer Singh', 'Alia Bhatt', 'Siddhant Chaturvedi', 'Vijay Raaz', 'Amruta Subhash', 'Vijay Varma', 'Kalki Koechlin', 'Ikhlaque Khan', 'Sheeba Chaddha', 'Jyoti Subhash', 'Rahul Piske', 'Nakul Sachdeva', 'Shruti Chauhan', 'Aishwarya Desai'] Director: Zoya Akhtar",491625.0,/4RE7TD5TqEXbPKyUHcn7CSeMlrJ.jpg,/gcZbciueHH7WmD03GcVZX7LYqmR.jpg,,Released
tt9319812,Hum Chaar,The story of the film revolves around four college friends went their own direction in life  but remained inseparable from each other.,['Drama'],[],"['Prit Kamani', 'Simran Sharma', 'Anshuman Malhotra', 'Tushar Pandey', 'Vibha Anand', 'Jatin Goswami', 'Jagat Rawat', 'Sonal Jha', 'Shailesh Datar', 'Jayshankar Tripathi', 'Alok Pandey', 'Sushant Mohindru', 'Shahnawaz Pradhan', 'Amit Kumar Jha']",Abhishek Dixit,5.6,183.0,0.1989,15 February 2019 (India),2019,143,,"Hum Chaar The story of the film revolves around four college friends went their own direction in life  but remained inseparable from each other.  Genres: ['Drama'] Cast: ['Prit Kamani', 'Simran Sharma', 'Anshuman Malhotra', 'Tushar Pandey', 'Vibha Anand', 'Jatin Goswami', 'Jagat Rawat', 'Sonal Jha', 'Shailesh Datar', 'Jayshankar Tripathi', 'Alok Pandey', 'Sushant Mohindru', 'Shahnawaz Pradhan', 'Amit Kumar Jha'] Director: Abhishek Dixit",584206.0,/7ro9ZdzaTYa0pPwbhRr3ASzeeo.jpg,/mtVslNLqPNOazmZTlGvRrmjNKsE.jpg,,Released
tt7639372,Total Dhamaal,A group of people learn about a hidden treasure and then they race to find it and claim it.,"['Action', 'Adventure', 'Comedy']",[],"['Ajay Devgn', 'Madhuri Dixit', 'Anil Kapoor', 'Riteish Deshmukh', 'Arshad Warsi', 'Javed Jaffrey', 'Esha Gupta', 'Boman Irani', 'Sanjay Mishra', 'Vijay Patkar', 'Pitobash', 'Mahesh Manjrekar', 'Ali']",Indra Kumar,4.3,4817.0,2.8541,22 February 2019 (India),2019,130,The Wildest Adventure Ever,"Total Dhamaal A group of people learn about a hidden treasure and then they race to find it and claim it. The Wildest Adventure Ever Genres: ['Action', 'Adventure', 'Comedy'] Cast: ['Ajay Devgn', 'Madhuri Dixit', 'Anil Kapoor', 'Riteish Deshmukh', 'Arshad Warsi', 'Javed Jaffrey', 'Esha Gupta', 'Boman Irani', 'Sanjay Mishra', 'Vijay Patkar', 'Pitobash', 'Mahesh Manjrekar', 'Ali'] Director: Indra Kumar",576121.0,/2ZeE0hQSVMNjkRCqyxkBrvnmzsr.jpg,/ovGQ5vITG64gh3YMR7tvZqas10e.jpg,,Released
tt8108200,Sonchiriya,Set in the Chambal valley  the film follows the story of a legion of dreaded  warring dacoits who once terrorized the Indian heartlands.,"['Action', 'Crime', 'Drama']",[],"['Sushant Singh Rajput', 'Bhumi Pednekar', 'Manoj Bajpayee', 'Ranvir Shorey', 'Ashutosh Rana', 'Gagandev Riar']",Abhishek Chaubey,7.5,2322.0,0.7555,1 March 2019 (India),2019,143,,"Sonchiriya Set in the Chambal valley  the film follows the story of a legion of dreaded  warring dacoits who once terrorized the Indian heartlands.  Genres: ['Action', 'Crime', 'Drama'] Cast: ['Sushant Singh Rajput', 'Bhumi Pednekar', 'Manoj Bajpayee', 'Ranvir Shorey', 'Ashutosh Rana', 'Gagandev Riar'] Director: Abhishek Chaubey",535144.0,/7ygikeDbneOlUFIQyvAmMrvi3vJ.jpg,/fVxbEDd7ci0TE4ljsK13oyNUeW7.jpg,,Released
tt8130968,Badla (2019 film),A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,"['Crime', 'Drama', 'Mystery']",[],"['Amitabh Bachchan', 'Taapsee Pannu', 'Amrita Singh', 'Antonio Aakeel', 'Tony Luke', 'Tanveer Ghani', 'Tariqsafdar Hussain', 'Mark Mansfield']",Sujoy Ghosh,7.9,15499.0,1.3173,8 March 2019 (India),2019,118,,"Badla (2019 film) A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.  Genres: ['Crime', 'Drama', 'Mystery'] Cast: ['Amitabh Bachchan', 'Taapsee Pannu', 'Amrita Singh', 'Antonio Aakeel', 'Tony Luke', 'Tanveer Ghani', 'Tariqsafdar Hussain', 'Mark Mansfield'] Director: Sujoy Ghosh",581361.0,/eKpzbERuhogYTwI3PwfVsAHXnuO.jpg,/s8ZGl0h1l2KN6jO0Jm5iqSp5djO.jpg,,Released
tt8055888,Mard Ko Dard Nahi Hota,It is a story of a young boy Surya who has a rare condition of Congenital Insensitivity to pain meaning he can not feel pain  and he sets out to learn martial arts and hunt down muggers.,"['Action', 'Comedy']",[],"['Abhimanyu Dasani', 'Radhika Madan', 'Prateek Parmar', 'Satyajit Ganu']",Vasan Bala,7.4,3969.0,1.0282,22 March 2019 (USA),2018,134,,"Mard Ko Dard Nahi Hota It is a story of a young boy Surya who has a rare condition of Congenital Insensitivity to pain meaning he can not feel pain  and he sets out to learn martial arts and hunt down muggers.  Genres: ['Action', 'Comedy'] Cast: ['Abhimanyu Dasani', 'Radhika Madan', 'Prateek Parmar', 'Satyajit Ganu'] Director: Vasan Bala",541495.0,/lxHYXswJjaT5k0hPOMmNDRz1EjI.jpg,/hLZVTMKR2KUOEdc23vsx82PJibW.jpg,,Released
tt7527082,Hamid (film),Eight year-old Hamid learns that 786 is God's number and decides to try and reach out to God  by dialing this number. He wants to talk to his father  who his mother tells him has gone to Allah. One fine day the phone call is answered.,['Drama'],[],"['Talha Arshad Reshi', 'Vikas Kumar', 'Rasika Dugal', 'Sumit Kaul', 'Bashir Lone', 'Gurveer Singh', 'Ashraf Nagoo', 'Mir Sarwar', 'Qazi Faiz', 'Umar Adil']",Aijaz Khan,7.7,560.0,0.2375,15 March 2019 (India),2018,108,,"Hamid (film) Eight year-old Hamid learns that 786 is God's number and decides to try and reach out to God  by dialing this number. He wants to talk to his father  who his mother tells him has gone to Allah. One fine day the phone call is answered.  Genres: ['Drama'] Cast: ['Talha Arshad Reshi', 'Vikas Kumar', 'Rasika Dugal', 'Sumit Kaul', 'Bashir Lone', 'Gurveer Singh', 'Ashraf Nagoo', 'Mir Sarwar', 'Qazi Faiz', 'Umar Adil'] Director: Aijaz Khan",559673.0,/35QHuEC4cUP1R7O0XtPIfRPF4mz.jpg,/p8kP0lbFWogxICDhP9g3tfwVvkZ.jpg,,Released
tt7778680,Photograph (film),A struggling street photographer in Mumbai  pressured to marry by his grandmother  convinces a shy stranger to pose as his fiancée. The pair develop a connection that transforms them in ways they could not expect.,"['Drama', 'Romance']",[],"['Nawazuddin Siddiqui', 'Sanya Malhotra', 'Sachin Khedekar', 'Denzil Smith', 'Brinda Trivedi', 'Lubna Salim', 'Rajesh Kumar Sharma', 'Shihaan Bakshi', 'Akash Sinha', 'Seema Pravin Shende', 'Robin Das', 'Bhagwan Das Patel', 'Ashok Pathak', 'Amarjeet Singh']",Ritesh Batra,6.9,2391.0,0.5289,17 May 2019 (USA),2019,110,,"Photograph (film) A struggling street photographer in Mumbai  pressured to marry by his grandmother  convinces a shy stranger to pose as his fiancée. The pair develop a connection that transforms them in ways they could not expect.  Genres: ['Drama', 'Romance'] Cast: ['Nawazuddin Siddiqui', 'Sanya Malhotra', 'Sachin Khedekar', 'Denzil Smith', 'Brinda Trivedi', 'Lubna Salim', 'Rajesh Kumar Sharma', 'Shihaan Bakshi', 'Akash Sinha', 'Seema Pravin Shende', 'Robin Das', 'Bhagwan Das Patel', 'Ashok Pathak', 'Amarjeet Singh'] Director: Ritesh Batra",514586.0,/4t8Vgj9UL1TCGmyZHbQxPtSCXrp.jpg,/cuTYUFG7FOupFsn45H44tgu7bmp.jpg,,Released
tt9795264,Risknamaa,Sher Singh is the Sarpanch of his village. Whose same order for all  that whoever loves  will get the death punishment only. In this way Sher Singh has killed so many boys and girls  who ...                    ,['Thriller'],[],"['Garima Agarwal', 'Anupama', 'Parveen Bansala', 'Mahaveer Singh Fauji', 'Javed Haider', 'Shahbaaz Khan', 'Sachin Khari', 'Pramod Moutho', 'Aarun Nagar', 'Khyati Sharma', 'Ravi Sharma', 'Shashikant Sharma']",Aarun Nagar,6.7,11.0,0.0143,15 March 2019 (India),2019,123,,"Risknamaa Sher Singh is the Sarpanch of his village. Whose same order for all  that whoever loves  will get the death punishment only. In this way Sher Singh has killed so many boys and girls  who ...                      Genres: ['Thriller'] Cast: ['Garima Agarwal', 'Anupama', 'Parveen Bansala', 'Mahaveer Singh Fauji', 'Javed Haider', 'Shahbaaz Khan', 'Sachin Khari', 'Pramod Moutho', 'Aarun Nagar', 'Khyati Sharma', 'Ravi Sharma', 'Shashikant Sharma'] Director: Aarun Nagar",1606144.0,/ibkwPRpoxAyElWPqnQ0QZmowT9w.jpg,,,Released
tt8207768,Mere Pyare Prime Minister,A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother. A small boy has to achieve the impossible.,['Drama'],[],"['Rasika Agashe', 'Sonia Albizuri', 'Syna Anand', 'Adarsh Bharti', 'Makrand Deshpande', 'Om Kanojiya', 'Atul Kulkarni', 'Anjali Patil', 'Prasad', 'Nachiket Purnapatre', 'Niteesh Wadhwa']",Rakeysh Omprakash Mehra,6.8,344.0,0.2652,15 March 2019 (India),2018,104,Meri Ek Arzi Sun Lo Zara,"Mere Pyare Prime Minister A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother. A small boy has to achieve the impossible. Meri Ek Arzi Sun Lo Zara Genres: ['Drama'] Cast: ['Rasika Agashe', 'Sonia Albizuri', 'Syna Anand', 'Adarsh Bharti', 'Makrand Deshpande', 'Om Kanojiya', 'Atul Kulkarni', 'Anjali Patil', 'Prasad', 'Nachiket Purnapatre', 'Niteesh Wadhwa'] Director: Rakeysh Omprakash Mehra",551745.0,/9BHkQB7MgU9iqoRtZXyTFuqqbNq.jpg,/nuD4PZabW2R3y6IOTun6q6dWIPV.jpg,,Released
tt9496212,22 Yards,A dramatic portrayal of a victorious tale of a fallen cricket agent and a young cricketer.,['Sport'],[],"['Barun Sobti', 'Rajit Kapur', 'Panchhi Bora', 'Kartikey Tripathi']",Mitali Ghoshal,5.3,124.0,0.2725,15 March 2019 (India),2019,126,,"22 Yards A dramatic portrayal of a victorious tale of a fallen cricket agent and a young cricketer.  Genres: ['Sport'] Cast: ['Barun Sobti', 'Rajit Kapur', 'Panchhi Bora', 'Kartikey Tripathi'] Director: Mitali Ghoshal",587121.0,/xVzkEz7LxpDJirzYfh0UfGbT16O.jpg,/48NsG8gdbjHwMxn042bAti6iFQU.jpg,,Released
tt6264938,Kesari (film),Based on an incredible true story of the Battle of Saragarhi in which an army of 21 Sikhs fought against 10 000 Afghans in 1897.,"['Action', 'Drama', 'History']",[],"['Akshay Kumar', 'Parineeti Chopra', 'Suvinder Vicky', 'Vansh Bhardwaj', 'Sumeet Basran', 'Ajit Singh', 'Sandeep Nahar', 'Harwinder Singh Aujla', 'Rakesh Sharma', 'Adhrit Sharma', 'Vivek Saini', 'Harbhagwan Singh', 'Rajdeep Singh Dhaliwal', 'Gurpreet Toti']",Anurag Singh,7.4,10653.0,1.0931,21 March 2019 (USA),2019,150,,"Kesari (film) Based on an incredible true story of the Battle of Saragarhi in which an army of 21 Sikhs fought against 10 000 Afghans in 1897.  Genres: ['Action', 'Drama', 'History'] Cast: ['Akshay Kumar', 'Parineeti Chopra', 'Suvinder Vicky', 'Vansh Bhardwaj', 'Sumeet Basran', 'Ajit Singh', 'Sandeep Nahar', 'Harwinder Singh Aujla', 'Rakesh Sharma', 'Adhrit Sharma', 'Vivek Saini', 'Harbhagwan Singh', 'Rajdeep Singh Dhaliwal', 'Gurpreet Toti'] Director: Anurag Singh",498448.0,/ctjT1pMNAGD9ou0kuhz806tf7kX.jpg,/notcxmT6RN93g43BnRI8GvRktZ.jpg,,Released
tt9105014,Notebook (2019 film),An ex-army officer  Kabir  becomes a teacher in Kashmir in a school that is in a miserable condition. Things take a turn when Kabir finds a notebook  left behind by the previous year's teacher Firdaus (Pranutan Bahl).,"['Drama', 'Romance']",[],"['Zaheer Iqbal', 'Pranutan Bahl', 'Mir Mohammed Mehroos', 'Mir Mohammed Zayan', 'Soliha Maqbool', 'Baba Hatim', 'Adiba Bhat', 'Hafsa Ashraf', 'Madikha', 'Bareen', 'Mozim Bhat', 'Mir Sarwar', 'Hemant Kher', 'Shrysh Zutshi']",Nitin Kakkar,6.8,1335.0,0.4888,29 March 2019 (USA),2019,115,,"Notebook (2019 film) An ex-army officer  Kabir  becomes a teacher in Kashmir in a school that is in a miserable condition. Things take a turn when Kabir finds a notebook  left behind by the previous year's teacher Firdaus (Pranutan Bahl).  Genres: ['Drama', 'Romance'] Cast: ['Zaheer Iqbal', 'Pranutan Bahl', 'Mir Mohammed Mehroos', 'Mir Mohammed Zayan', 'Soliha Maqbool', 'Baba Hatim', 'Adiba Bhat', 'Hafsa Ashraf', 'Madikha', 'Bareen', 'Mozim Bhat', 'Mir Sarwar', 'Hemant Kher', 'Shrysh Zutshi'] Director: Nitin Kakkar",582375.0,/xWGuyAriV4h3vzSSplITsJlIUSX.jpg,/vklo3RkM15epMVw41JrqYtGBzwr.jpg,,Released
tt7463730,Junglee (2019 film),The story revolves around a vet  who on his homecoming to his father's elephant reserve  encounters and fights an international poachers racket.,"['Action', 'Adventure']",[],"['Vidyut Jammwal', 'Lars Kjeldsen']",Chuck Russell,5.3,1064.0,1.0695,29 March 2019 (USA),2019,115,,"Junglee (2019 film) The story revolves around a vet  who on his homecoming to his father's elephant reserve  encounters and fights an international poachers racket.  Genres: ['Action', 'Adventure'] Cast: ['Vidyut Jammwal', 'Lars Kjeldsen'] Director: Chuck Russell",560964.0,/d5Jw6eXO3Qv9qu8oy5V4WCDDvki.jpg,/64GBB3Qp1sG9AJZediJKEjUkUwI.jpg,,Released
